trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
20,3.9,Summer tires,1,1,1,Moderate,19.5,0,0,47.0,2.7
19,1.5,Summer tires,1,1,1,Moderate,7.9,0,0,49.0,-8.9
20,3.3,Summer tires,1,1,1,Moderate,16.5,0,0,50.0,-0.3
19,1.4,Summer tires,1,1,1,Moderate,7.5,0,0,51.0,-9.3
20,3.3,Summer tires,1,1,1,Moderate,16.5,0,0,52.0,-0.3
20,3.3,Summer tires,1,1,1,Moderate,16.5,0,0,43.0,-0.3
19,1.4,Summer tires,1,1,1,Moderate,7.3,0,0,47.0,-9.5
41,4.8,Summer tires,1,0,1,Moderate,11.7,0,0,37.0,-5.1
4,0.5,Summer tires,1,0,0,Moderate,12.8,0,0,25.0,-4.0
19,2.1,Summer tires,1,1,1,Moderate,10.8,0,0,31.0,-6.0
33,3.1,Summer tires,1,0,1,Moderate,9.3,0,0,37.0,-7.5
20,3.4,Summer tires,1,1,1,Moderate,16.9,0,0,52.0,0.1
20,3.5,Summer tires,1,1,1,Moderate,17.5,0,0,47.0,0.7
19,1.4,Summer tires,1,1,1,Moderate,7.6,0,0,50.0,-9.2
62,8.4,Summer tires,1,0,1,Moderate,13.6,0,0,63.0,-3.2
23,2.6,Summer tires,1,0,1,Moderate,11.4,0,0,39.0,-5.4
4,0.2,Summer tires,1,0,0,Moderate,5.5,0,0,24.0,-11.3
4,0.8,Summer tires,1,0,0,Moderate,20.4,0,0,24.0,3.6
19,1.3,Summer tires,1,1,1,Moderate,7.1,0,0,45.0,-9.7
20,3.3,Summer tires,1,1,1,Moderate,16.5,0,0,45.0,-0.3
19,3.3,Summer tires,1,1,1,Moderate,17.3,0,0,44.0,0.5
19,1.2,Summer tires,1,1,1,Moderate,6.3,0,0,49.0,-10.5
35,3.3,Summer tires,1,0,1,Moderate,9.4,0,0,47.0,-7.4
19,3.1,Summer tires,1,1,1,Moderate,16.5,0,0,50.0,-0.3
7,0.9,Summer tires,1,0,0,Moderate,12.5,0,0,28.0,-4.3
21,1.6,Summer tires,1,0,1,Moderate,7.6,0,0,51.0,-9.2
19,3.2,Summer tires,1,1,1,Moderate,16.6,0,0,51.0,-0.2
19,1.3,Summer tires,1,1,1,Moderate,6.9,0,0,51.0,-9.9
20,3.5,Summer tires,1,1,1,Moderate,17.4,0,0,45.0,0.6
551,72.7,Summer tires,0,1,0,Moderate,13.2,0,0,73.0,-3.6
12,1.3,Summer tires,1,0,0,Moderate,10.8,0,0,47.0,-6.0
43,5.5,Summer tires,1,0,1,Moderate,12.9,0,0,37.0,-3.9
1,0.1,Summer tires,1,0,0,Moderate,14.2,0,0,15.0,-2.6
4,0.6,Summer tires,1,0,0,Moderate,15.5,0,0,14.0,-1.3
38,4.3,Summer tires,1,0,1,Moderate,11.4,0,0,46.0,-5.4
64,7.1,Summer tires,1,0,1,Moderate,11.1,0,0,36.0,-5.7
10,1.0,Summer tires,1,0,0,Moderate,10.4,0,0,35.0,-6.4
7,0.7,Summer tires,1,0,0,Moderate,10.6,0,0,42.0,-6.2
29,3.5,Summer tires,1,0,1,Moderate,12.1,0,0,27.0,-4.7
41,5.5,Summer tires,1,0,1,Moderate,13.3,0,0,56.0,-3.5
38,4.1,Summer tires,1,0,1,Moderate,10.9,0,0,30.0,-5.9
15,1.9,Summer tires,1,0,0,Moderate,12.6,0,0,34.0,-4.2
2,0.3,Summer tires,1,0,0,Moderate,12.7,0,0,16.0,-4.1
636,84.6,Summer tires,0,1,0,Moderate,13.3,0,0,73.0,-3.5
20,3.3,Summer tires,1,1,1,Moderate,16.5,0,0,54.0,-0.3
33,3.1,Summer tires,1,0,1,Moderate,9.5,0,0,35.0,-7.3
33,2.5,Summer tires,1,0,1,Moderate,7.6,0,0,40.0,-9.2
20,3.6,Summer tires,1,1,1,Moderate,17.9,0,0,45.0,1.1
19,1.4,Summer tires,1,1,1,Moderate,7.6,0,0,49.0,-9.2
19,3.4,Summer tires,1,1,1,Moderate,17.9,0,0,46.0,1.1
2,0.3,Summer tires,1,0,0,Moderate,14.6,0,0,22.0,-2.2
21,1.5,Summer tires,1,0,1,Moderate,7.3,0,0,51.0,-9.5
19,3.4,Summer tires,1,1,1,Moderate,18.1,0,0,52.0,1.3
27,3.0,Summer tires,1,0,1,Moderate,11.2,0,0,41.0,-5.6
6,0.7,Summer tires,1,0,0,Moderate,11.2,0,0,24.0,-5.6
4,0.2,Summer tires,1,0,0,Moderate,4.5,0,0,25.0,-12.3
5,1.0,Summer tires,1,0,0,Moderate,19.1,0,0,24.0,2.3
10,1.1,Summer tires,1,0,0,Moderate,11.0,0,0,29.0,-5.8
10,1.2,Summer tires,1,0,0,Moderate,11.6,0,0,31.0,-5.2
19,1.3,Summer tires,1,1,1,Moderate,6.6,0,0,50.0,-10.2
19,3.2,Summer tires,1,1,1,Moderate,16.9,0,0,46.0,0.1
4,0.2,Summer tires,1,0,0,Moderate,4.5,0,0,26.0,-12.3
25,2.3,Summer tires,1,0,1,Moderate,9.3,0,0,33.0,-7.5
19,3.2,Summer tires,1,1,1,Moderate,16.9,0,0,49.0,0.1
46,4.4,Summer tires,1,0,1,Moderate,9.6,0,0,44.0,-7.2
33,4.2,Summer tires,1,0,1,Moderate,12.7,0,0,48.0,-4.1
19,3.2,Summer tires,1,1,1,Moderate,17.1,0,0,48.0,0.3
15,1.7,Summer tires,1,0,0,Moderate,11.4,0,0,41.0,-5.4
21,1.5,Summer tires,1,0,1,Moderate,7.3,0,0,46.0,-9.5
19,3.2,Summer tires,1,1,1,Moderate,16.7,0,0,46.0,-0.1
19,1.1,Summer tires,1,1,1,Moderate,5.6,0,0,47.0,-11.2
189,21.16,Summer tires,0,1,1,Moderate,11.2,0,0,67.0,-5.6
52,7.6,Summer tires,1,0,1,Normal,14.6,1,0,43.0,-2.2
19,1.3,Summer tires,1,1,1,Moderate,7.1,0,0,51.0,-9.7
20,3.3,Summer tires,1,0,1,Moderate,16.7,0,0,52.0,-0.1
42,4.3,Summer tires,1,0,1,Moderate,10.3,0,0,30.0,-6.5
19,1.6,Summer tires,1,1,1,Moderate,8.2,0,0,50.0,-8.6
22,3.6,Summer tires,1,0,1,Moderate,16.5,0,0,45.0,-0.3
15,1.7,Summer tires,1,0,0,Moderate,11.2,0,0,38.0,-5.6
21,1.7,Summer tires,1,0,1,Moderate,8.3,0,0,41.0,-8.5
19,3.1,Summer tires,1,1,1,Moderate,16.1,0,0,46.0,-0.7
19,1.3,Summer tires,1,1,1,Moderate,6.8,0,0,50.0,-10.0
19,3.3,Summer tires,1,1,1,Moderate,17.2,0,0,44.0,0.4
7,0.8,Summer tires,1,0,0,Moderate,11.8,0,0,21.0,-5.0
4,0.4,Summer tires,1,0,0,Moderate,10.8,0,0,25.0,-6.0
142,18.5,Summer tires,0,1,0,Moderate,13.0,0,0,72.0,-3.8
44,6.4,Summer tires,1,0,1,Moderate,14.6,0,0,61.0,-2.2
35,3.7,Summer tires,1,0,1,Moderate,10.7,0,0,42.0,-6.1
19,3.2,Summer tires,1,1,1,Moderate,16.9,0,0,47.0,0.1
19,3.2,Summer tires,1,1,1,Moderate,16.9,0,0,47.0,0.1
19,1.5,Summer tires,1,1,1,Moderate,7.8,0,0,40.0,-9.0
19,1.3,Summer tires,1,1,1,Moderate,6.8,0,0,52.0,-10.0
19,3.2,Summer tires,1,1,1,Moderate,16.7,0,0,48.0,-0.1
2,0.3,Summer tires,1,0,0,Moderate,13.0,0,0,25.0,-3.8
22,1.6,Summer tires,1,0,1,Moderate,7.1,0,0,42.0,-9.7
20,3.6,Summer tires,1,0,1,Moderate,17.8,0,0,43.0,1.0
20,1.5,Summer tires,1,0,1,Moderate,7.5,0,0,43.0,-9.3
20,3.6,Summer tires,1,0,1,Moderate,18.0,0,0,48.0,1.2
387,48.8,Winter tires,0,1,0,Moderate,12.6,0,0,61.0,-4.2
20,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,51.0,0.7
20,3.4,Winter tires,1,1,1,Moderate,16.9,0,0,46.0,0.1
36,2.9,Winter tires,1,0,1,Moderate,8.0,0,0,45.0,-8.8
20,1.5,Winter tires,1,1,1,Moderate,7.3,0,0,50.0,-9.5
20,3.5,Winter tires,1,1,1,Moderate,17.6,0,0,50.0,0.8
2,0.3,Winter tires,1,0,0,Moderate,15.2,0,0,28.0,-1.6
21,1.7,Winter tires,1,0,1,Moderate,8.2,0,0,49.0,-8.6
20,4.0,Winter tires,1,1,1,Moderate,19.9,0,0,52.0,3.1
37,3.5,Winter tires,1,0,1,Moderate,9.5,0,0,38.0,-7.3
20,3.5,Winter tires,1,1,1,Moderate,17.4,0,0,46.0,0.6
168,21.5,Winter tires,0,1,0,Moderate,12.8,0,0,81.0,-4.0
5,1.1,Winter tires,1,0,0,Moderate,22.3,0,0,26.0,5.5
203,31.3,Winter tires,0,1,0,Fast,15.4,0,0,70.0,-1.4
4,0.7,Winter tires,1,0,0,Moderate,16.7,0,0,15.0,-0.1
20,3.4,Winter tires,1,1,1,Moderate,17.2,0,0,48.0,0.4
37,3.7,Winter tires,1,0,1,Moderate,9.9,0,0,40.0,-6.9
20,1.8,Winter tires,1,1,1,Moderate,8.8,0,0,54.0,-8.0
20,3.5,Winter tires,1,1,1,Moderate,17.4,0,0,51.0,0.6
20,1.8,Winter tires,1,1,1,Moderate,8.9,0,0,53.0,-7.9
20,3.5,Winter tires,1,1,1,Moderate,17.7,0,0,49.0,0.9
2,0.3,Winter tires,1,0,0,Moderate,15.3,0,0,22.0,-1.5
21,1.9,Winter tires,1,0,1,Moderate,9.2,0,0,41.0,-7.6
20,3.6,Winter tires,1,1,1,Moderate,18.0,0,0,42.0,1.2
107,13.7,Winter tires,1,0,1,Moderate,12.8,0,0,68.0,-4.0
85,12.2,Winter tires,1,0,1,Moderate,14.3,0,0,65.0,-2.5
37,3.5,Winter tires,1,0,1,Moderate,9.5,0,0,40.0,-7.3
20,4.4,Winter tires,1,1,1,Moderate,21.8,0,0,58.0,5.0
20,1.6,Winter tires,1,1,1,Moderate,8.1,0,0,52.0,-8.7
20,3.4,Winter tires,1,1,1,Moderate,17.2,0,0,52.0,0.4
20,1.7,Winter tires,1,1,1,Moderate,8.3,0,0,53.0,-8.5
20,3.7,Winter tires,1,1,1,Moderate,18.3,0,0,40.0,1.5
22,3.8,Winter tires,1,0,1,Moderate,17.4,0,0,44.0,0.6
20,1.8,Winter tires,1,1,1,Moderate,9.2,0,0,51.0,-7.6
2,0.3,Winter tires,1,0,0,Moderate,16.6,0,0,19.0,-0.2
21,1.8,Winter tires,1,0,1,Moderate,8.5,0,0,52.0,-8.3
20,3.5,Winter tires,1,1,1,Moderate,17.7,0,0,47.0,0.9
36,3.3,Winter tires,1,0,1,Moderate,9.1,0,0,41.0,-7.7
20,3.7,Winter tires,1,1,1,Moderate,18.3,0,0,48.0,1.5
7,0.9,Winter tires,1,0,0,Moderate,12.5,0,0,30.0,-4.3
20,3.4,Winter tires,1,1,1,Moderate,17.0,0,0,54.0,0.2
20,1.7,Winter tires,1,1,1,Moderate,8.3,0,0,50.0,-8.5
20,1.7,Winter tires,1,1,1,Moderate,8.3,0,0,50.0,-8.5
20,3.7,Winter tires,1,1,1,Moderate,18.5,0,0,49.0,1.7
20,1.7,Winter tires,1,1,1,Moderate,8.5,0,0,53.0,-8.3
20,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,53.0,0.7
2,0.3,Winter tires,1,0,0,Moderate,15.8,0,0,26.0,-1.0
21,1.9,Winter tires,1,0,1,Moderate,9.0,0,0,54.0,-7.8
20,3.6,Winter tires,1,1,1,Moderate,17.8,0,0,51.0,1.0
3,0.4,Winter tires,1,0,0,Moderate,14.6,0,0,26.0,-2.2
3,0.4,Winter tires,1,0,0,Moderate,11.9,0,0,28.0,-4.9
172,23.9,Winter tires,0,1,0,Moderate,13.9,0,0,72.0,-2.9
191,23.7,Winter tires,0,1,0,Moderate,12.4,0,0,65.0,-4.4
20,3.4,Winter tires,1,1,1,Moderate,16.9,0,0,48.0,0.1
20,1.5,Winter tires,1,1,1,Moderate,7.6,0,0,49.0,-9.2
20,3.6,Winter tires,1,1,1,Moderate,17.8,0,0,52.0,1.0
2,0.3,Winter tires,1,0,0,Moderate,14.8,0,0,27.0,-2.0
21,1.6,Winter tires,1,0,1,Moderate,7.8,0,0,52.0,-9.0
20,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,56.0,0.7
20,1.8,Winter tires,1,1,1,Moderate,8.8,0,0,52.0,-8.0
20,3.4,Winter tires,1,1,1,Moderate,17.2,0,0,51.0,0.4
248,31.7,Winter tires,0,1,0,Moderate,12.8,0,0,67.0,-4.0
151,19.3,Winter tires,0,1,0,Moderate,12.8,0,0,69.0,-4.0
268,33.2,Winter tires,0,1,0,Moderate,12.4,0,0,74.0,-4.4
33,3.0,Winter tires,1,0,1,Moderate,9.0,0,0,41.0,-7.8
20,3.5,Winter tires,1,1,1,Moderate,17.4,0,0,45.0,0.6
20,1.8,Winter tires,1,1,1,Moderate,8.9,0,0,41.0,-7.9
20,3.6,Winter tires,1,1,1,Moderate,17.8,0,0,49.0,1.0
38,3.9,Winter tires,1,0,1,Moderate,10.3,0,0,37.0,-6.5
20,3.4,Winter tires,1,1,1,Moderate,17.1,0,0,48.0,0.3
21,1.8,Winter tires,1,0,1,Moderate,8.6,0,0,49.0,-8.2
2,0.3,Winter tires,1,0,0,Moderate,14.3,0,0,25.0,-2.5
20,3.6,Winter tires,1,1,1,Moderate,18.0,0,0,42.0,1.2
20,1.6,Winter tires,1,1,1,Moderate,8.2,0,0,50.0,-8.6
20,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,43.0,0.7
13,1.5,Winter tires,1,0,0,Moderate,11.8,0,0,20.0,-5.0
5,0.3,Winter tires,1,0,0,Moderate,5.2,0,0,36.0,-11.6
5,0.9,Winter tires,1,0,0,Moderate,17.7,0,0,27.0,0.9
20,1.4,Winter tires,1,1,1,Moderate,7.2,0,0,36.0,-9.6
20,3.3,Winter tires,1,1,1,Moderate,16.7,0,0,46.0,-0.1
20,3.4,Winter tires,1,1,1,Moderate,16.9,0,0,45.0,0.1
20,1.4,Winter tires,1,1,1,Moderate,7.2,0,0,47.0,-9.6
20,1.6,Winter tires,1,1,1,Moderate,7.8,0,0,50.0,-9.0
20,3.6,Winter tires,1,1,1,Moderate,18.1,0,0,43.0,1.3
15,1.7,Winter tires,1,0,0,Moderate,11.2,0,0,40.0,-5.6
21,1.7,Winter tires,1,0,1,Moderate,8.2,0,0,39.0,-8.6
20,3.5,Winter tires,1,1,1,Moderate,17.3,0,0,43.0,0.5
20,1.5,Winter tires,1,1,1,Moderate,7.5,0,0,52.0,-9.3
20,3.6,Winter tires,1,1,1,Moderate,18.2,0,0,48.0,1.4
154,20.8,Winter tires,0,1,0,Moderate,13.5,0,0,37.0,-3.3
113,15.6,Winter tires,1,0,1,Moderate,13.8,0,0,65.0,-3.0
49,6.0,Winter tires,1,0,1,Moderate,12.3,0,0,50.0,-4.5
43,5.2,Winter tires,1,0,1,Moderate,12.2,0,0,57.0,-4.6
36,3.5,Winter tires,1,0,1,Moderate,9.8,0,0,42.0,-7.0
20,3.5,Winter tires,1,1,1,Moderate,17.3,0,0,52.0,0.5
20,3.4,Winter tires,1,1,1,Moderate,16.9,0,0,46.0,0.1
20,1.8,Winter tires,1,1,1,Moderate,8.9,0,0,47.0,-7.9
39,3.7,Winter tires,1,0,1,Moderate,9.5,0,0,40.0,-7.3
20,3.7,Winter tires,1,1,1,Moderate,18.4,0,0,44.0,1.6
3,0.5,Winter tires,1,0,0,Moderate,15.5,0,0,15.0,-1.3
21,1.9,Winter tires,1,0,1,Moderate,9.0,0,0,52.0,-7.8
20,3.3,Winter tires,1,1,1,Moderate,16.7,0,0,47.0,-0.1
20,3.6,Winter tires,1,1,1,Moderate,17.9,0,0,50.0,1.1
20,1.7,Winter tires,1,1,1,Moderate,8.6,0,0,53.0,-8.2
7,0.9,Winter tires,1,0,0,Moderate,13.2,0,0,22.0,-3.6
5,0.7,Winter tires,1,0,0,Moderate,13.4,0,0,21.0,-3.4
96,13.4,Winter tires,1,0,1,Moderate,14.0,0,0,59.0,-2.8
106,14.9,Winter tires,1,0,1,Moderate,14.1,0,0,59.0,-2.7
20,2.0,Winter tires,1,1,1,Moderate,9.9,0,0,45.0,-6.9
20,3.7,Winter tires,1,1,1,Moderate,18.4,0,0,49.0,1.6
20,1.5,Winter tires,1,1,1,Moderate,7.6,0,0,42.0,-9.2
20,3.6,Winter tires,1,1,1,Moderate,18.2,0,0,48.0,1.4
37,3.6,Winter tires,1,0,1,Moderate,9.8,0,0,42.0,-7.0
20,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,49.0,0.7
2,0.3,Winter tires,1,0,0,Moderate,14.7,0,0,25.0,-2.1
21,1.7,Winter tires,1,0,1,Moderate,8.2,0,0,50.0,-8.6
20,3.6,Winter tires,1,1,1,Moderate,17.9,0,0,48.0,1.1
20,1.7,Winter tires,1,1,1,Moderate,8.5,0,0,48.0,-8.3
20,3.6,Winter tires,1,1,1,Moderate,17.9,0,0,53.0,1.1
285,35.6,Winter tires,0,1,0,Moderate,12.5,0,0,61.0,-4.3
66,8.1,Winter tires,1,0,1,Moderate,12.2,0,0,42.0,-4.6
25,3.1,Winter tires,1,0,1,Moderate,12.4,0,0,27.0,-4.4
20,1.7,Winter tires,1,1,1,Moderate,8.7,0,0,27.0,-8.1
20,1.82,Winter tires,1,1,1,Moderate,9.1,0,0,42.0,-7.7
20,3.8,Winter tires,1,1,1,Moderate,19.0,0,0,37.0,2.2
20,2.2,Winter tires,1,1,1,Moderate,11.0,0,0,46.0,-5.8
20,3.86,Winter tires,1,1,1,Moderate,19.3,0,0,52.0,2.5
15,1.98,Winter tires,1,0,0,Moderate,13.2,0,0,39.0,-3.6
21,2.06,Winter tires,1,0,1,Moderate,9.8,0,0,45.0,-7.0
20,3.72,Winter tires,1,1,1,Moderate,18.6,0,0,51.0,1.8
20,1.66,Winter tires,1,1,1,Moderate,8.3,0,0,42.0,-8.5
20,3.64,Winter tires,1,1,1,Moderate,18.2,0,0,50.0,1.4
174,26.27,Winter tires,0,1,0,Moderate,15.1,0,0,71.0,-1.7
295,39.53,Winter tires,0,1,0,Moderate,13.4,0,0,71.0,-3.4
20,1.68,Winter tires,1,1,1,Moderate,8.4,0,0,50.0,-8.4
20,3.96,Winter tires,1,1,1,Moderate,19.8,0,0,42.0,3.0
20,1.58,Winter tires,1,1,1,Moderate,7.9,0,0,50.0,-8.9
20,3.94,Winter tires,1,1,1,Moderate,19.7,0,0,39.0,2.9
20,1.88,Winter tires,1,1,1,Moderate,9.4,0,0,48.0,-7.4
20,3.9,Winter tires,1,1,1,Moderate,19.5,0,0,45.0,2.7
21,2.48,Winter tires,1,0,1,Moderate,11.8,0,0,43.0,-5.0
2,0.42,Winter tires,1,0,0,Normal,21.0,1,0,24.0,4.2
20,3.92,Winter tires,1,1,1,Moderate,19.6,0,0,40.0,2.8
20,1.86,Winter tires,1,1,1,Moderate,9.3,0,0,48.0,-7.5
20,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,54.0,1.6
3,0.44,Winter tires,1,0,0,Moderate,14.7,0,0,26.0,-2.1
3,0.29,Winter tires,1,0,0,Moderate,9.8,0,0,29.0,-7.0
20,1.9,Winter tires,1,1,1,Moderate,9.5,0,0,46.0,-7.3
20,3.76,Winter tires,1,1,1,Moderate,18.8,0,0,46.0,2.0
20,4.0,Winter tires,1,1,1,Moderate,20.0,1,1,42.0,3.2
20,1.8,Winter tires,1,1,1,Moderate,9.0,0,0,51.0,-7.8
20,2.06,Winter tires,1,1,1,Moderate,10.3,0,0,38.0,-6.5
20,4.0,Winter tires,1,1,1,Moderate,20.0,0,0,45.0,3.2
15,1.94,Winter tires,1,0,0,Moderate,12.9,0,0,37.0,-3.9
21,1.85,Winter tires,1,0,1,Moderate,8.8,0,0,48.0,-8.0
20,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,45.0,1.6
20,3.82,Winter tires,1,1,1,Moderate,19.1,0,0,42.0,2.3
20,1.86,Winter tires,1,1,1,Moderate,9.3,0,0,50.0,-7.5
4,0.54,Winter tires,1,0,0,Moderate,13.4,0,0,27.0,-3.4
4,0.63,Winter tires,1,0,0,Moderate,15.8,0,0,27.0,-1.0
5,0.75,Winter tires,1,0,0,Moderate,15.0,0,0,20.0,-1.8
20,1.88,Winter tires,1,1,1,Moderate,9.4,0,0,47.0,-7.4
20,3.96,Winter tires,1,1,1,Moderate,19.8,0,0,50.0,3.0
15,1.92,Winter tires,1,0,0,Moderate,12.8,0,0,39.0,-4.0
21,1.79,Winter tires,1,0,1,Moderate,8.5,0,0,43.0,-8.3
20,3.62,Winter tires,1,1,1,Moderate,18.1,0,0,49.0,1.3
20,1.6,Winter tires,1,1,1,Moderate,8.0,0,0,46.0,-8.8
20,3.58,Winter tires,1,1,1,Moderate,17.9,0,0,47.0,1.1
2,0.34,Winter tires,1,0,0,Moderate,16.9,0,0,27.0,0.1
21,1.85,Winter tires,1,0,1,Moderate,8.8,0,0,41.0,-8.0
20,3.8,Winter tires,1,1,1,Moderate,19.0,0,0,50.0,2.2
20,3.8,Winter tires,1,1,1,Moderate,19.0,0,0,53.0,2.2
71,8.09,Winter tires,1,0,1,Moderate,11.4,0,0,57.0,-5.4
73,10.07,Winter tires,1,0,1,Moderate,13.8,0,0,43.0,-3.0
43,7.4,Winter tires,1,0,1,Moderate,17.2,0,0,58.0,0.4
20,1.96,Winter tires,1,1,1,Moderate,9.8,0,0,48.0,-7.0
20,3.76,Winter tires,1,1,1,Moderate,18.8,0,0,47.0,2.0
20,2.14,Winter tires,1,1,1,Moderate,10.7,0,0,49.0,-6.1
20,3.76,Winter tires,1,1,1,Moderate,18.8,0,0,50.0,2.0
20,1.9,Winter tires,1,1,1,Moderate,9.5,0,0,49.0,-7.3
20,3.78,Winter tires,1,1,1,Moderate,18.9,0,0,47.0,2.1
21,2.08,Winter tires,1,0,1,Moderate,9.9,0,0,47.0,-6.9
15,2.1,Winter tires,1,0,0,Moderate,14.0,0,0,36.0,-2.8
20,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,46.0,1.6
20,1.88,Winter tires,1,1,1,Moderate,9.4,0,0,50.0,-7.4
20,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,44.0,1.6
24,2.33,Winter tires,1,0,1,Moderate,9.7,0,0,39.0,-7.1
20,3.72,Winter tires,1,1,1,Moderate,18.6,0,0,51.0,1.8
20,1.64,Winter tires,1,1,1,Moderate,8.2,0,0,51.0,-8.6
19,2.36,Winter tires,1,0,0,Moderate,12.4,0,0,33.0,-4.4
20,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,49.0,1.6
20,1.98,Winter tires,1,1,1,Moderate,9.9,0,0,51.0,-6.9
20,3.8,Winter tires,1,1,1,Moderate,19.0,0,0,49.0,2.2
15,2.1,Winter tires,1,0,0,Moderate,14.0,0,0,37.0,-2.8
21,1.95,Winter tires,1,0,1,Moderate,9.3,0,0,43.0,-7.5
20,3.68,Winter tires,1,1,1,Moderate,18.4,0,0,50.0,1.6
20,1.86,Winter tires,1,1,1,Moderate,9.3,0,0,47.0,-7.5
20,4.04,Winter tires,1,1,1,Moderate,20.2,1,1,52.0,3.4
47,6.11,Winter tires,1,0,1,Moderate,13.0,0,0,33.0,-3.8
10,1.55,Winter tires,1,0,0,Moderate,15.5,0,0,32.0,-1.3
40,5.88,Winter tires,1,0,1,Moderate,14.7,0,0,49.0,-2.1
20,1.98,Winter tires,1,1,1,Moderate,9.9,0,0,51.0,-6.9
20,4.08,Winter tires,1,1,1,Moderate,20.4,0,0,51.0,3.6
20,2.14,Winter tires,1,1,1,Moderate,10.7,0,0,43.0,-6.1
20,4.36,Winter tires,1,1,1,Moderate,21.8,0,0,52.0,5.0
20,2.36,Winter tires,1,1,1,Moderate,11.8,0,0,43.0,-5.0
20,3.76,Winter tires,1,1,1,Moderate,18.8,0,0,46.0,2.0
12,1.64,Winter tires,1,0,0,Moderate,13.7,0,0,30.0,-3.1
4,0.62,Winter tires,1,0,0,Moderate,15.4,0,0,21.0,-1.4
18,3.28,Winter tires,1,0,0,Moderate,18.2,0,0,32.0,1.4
6,1.19,Winter tires,1,0,0,Moderate,19.8,0,0,16.0,3.0
28,3.53,Winter tires,1,0,1,Moderate,12.6,0,0,35.0,-4.2
20,3.94,Winter tires,1,1,1,Moderate,19.7,0,0,50.0,2.9
20,2.16,Winter tires,1,1,1,Moderate,10.8,0,0,48.0,-6.0
20,3.82,Winter tires,1,1,1,Moderate,19.1,0,0,54.0,2.3
23,2.39,Winter tires,1,0,1,Moderate,10.4,0,0,27.0,-6.4
20,3.82,Winter tires,1,1,1,Moderate,19.1,0,0,51.0,2.3
38,4.48,Winter tires,1,0,1,Moderate,11.8,0,0,41.0,-5.0
20,4.24,Winter tires,1,1,1,Moderate,21.2,0,0,44.0,4.4
25,3.88,Winter tires,1,0,1,Moderate,15.5,0,0,30.0,-1.3
72,9.5,Winter tires,1,1,0,Moderate,13.2,0,0,48.0,-3.6
86,13.07,Winter tires,0,1,0,Normal,15.2,1,1,58.0,-1.6
4,0.6,Winter tires,1,0,0,Normal,15.0,0,0,19.0,-1.8
46,6.39,Winter tires,1,1,1,Normal,13.9,0,0,45.0,-2.9
37,5.36,Winter tires,1,0,1,Normal,14.5,0,0,45.0,-2.3
3,0.47,Winter tires,1,0,0,Normal,15.9,0,0,31.0,-0.9
56,7.39,Winter tires,1,1,1,Normal,13.2,0,1,49.0,-3.6
33,5.15,Winter tires,1,1,0,Normal,15.6,0,0,52.0,-1.2
20,2.66,Winter tires,1,1,0,Normal,13.3,0,0,42.0,-3.5
3,0.48,Winter tires,1,0,0,Normal,16.3,0,0,33.0,-0.5
101,13.63,Winter tires,0,1,0,Normal,13.5,0,0,51.0,-3.3
46,6.25,Winter tires,0,1,0,Normal,13.6,0,0,37.0,-3.2
20,1.7,Winter tires,1,1,1,Normal,8.5,0,0,41.0,-8.3
20,3.94,Winter tires,1,1,1,Fast,19.2,0,0,47.0,2.4
74,9.76,Winter tires,1,0,1,Fast,13.2,0,0,37.0,-3.6
20,3.84,Winter tires,1,1,1,Fast,19.2,0,0,52.0,2.4
20,2.28,Winter tires,1,1,1,Normal,11.4,0,1,45.0,-5.4
20,3.78,Winter tires,1,1,1,Normal,18.9,0,0,45.0,2.1
4,0.58,Winter tires,1,0,0,Normal,14.7,0,0,24.0,-2.1
4,0.56,Winter tires,1,0,0,Normal,14.0,0,0,26.0,-2.8
5,0.75,Winter tires,1,0,0,Normal,15.1,0,0,19.0,-1.7
10,1.44,Winter tires,1,0,0,Normal,14.4,0,0,23.0,-2.4
20,3.04,Winter tires,1,0,1,Normal,15.2,0,0,47.0,-1.6
20,3.04,Winter tires,1,0,1,Normal,15.2,0,0,40.0,-1.6
20,2.06,Winter tires,1,1,1,Normal,10.3,0,0,39.0,-6.5
20,4.12,Winter tires,1,1,1,Fast,20.6,0,0,49.0,3.8
36,3.6,Winter tires,1,0,1,Normal,10.0,0,0,41.0,-6.8
20,3.78,Winter tires,1,1,1,Normal,18.9,0,0,48.0,2.1
20,1.86,Winter tires,1,1,1,Normal,9.3,0,0,4.0,-7.5
20,3.7,Winter tires,1,1,1,Normal,18.5,0,0,42.0,1.7
20,1.82,Winter tires,1,1,1,Normal,9.1,0,0,45.0,-7.7
20,3.94,Winter tires,1,1,1,Normal,19.7,0,0,47.0,2.9
20,1.8,Winter tires,1,1,1,Normal,9.0,0,0,50.0,-7.8
